1327679	10	C1/C6/C9
1458900	10	C2
1797012	10	C3
1612182	1	C4/C5
1759003	100	C7/C10
1216456	5	C8
1843689	1	D1
1465992	10	D2
1465993	10	D3
1465996	10	D4
1524157	5	D5
1558179	1	J1
1515723	5	L1
1865296	1	P1
1593423	10	P2/P3
1843716	1	Q1
2059636	50	R1/R2
2059561	50	R10/R11
2059679	50	R12
1469749	50	R3
1652851	2	R4/R9
2059655	50	R5
2059579	50	R6/R8
1739163	25	R7
9471898	5	S1/S2
1762580	1	U1
2100326	1	VR1
1368769	1	Y1
9758470	1	U2
